id,map_id,address,description,pic,link,icon,lat,lng,anim,title,infoopen,category,approved,retina,type,did,other_data
,1,Wasserburger Landstr. 285 81827 München,<p>Wasserburger Landstr. 285<br/>81827 München</p>,,,,48.11121,11.71303,0,HEM,0,1,1,0,0,,a:0:{}
,1,Geniner Str. 72-74 23560 Lübeck,<p>Geniner Str. 72-74<br/>23560 Lübeck</p>,,,,53.848778,10.675396,0,HEM,0,1,1,0,0,,a:0:{}
,1,Poststr. 21 22956 Grönwohld,<p>Poststr. 21<br/>22956 Grönwohld</p>,,,,53.639275,10.409563,0,HEM,0,1,1,0,0,,a:0:{}
,1,August-Bebel-Damm 7 39126 Magdeburg,<p>August-Bebel-Damm 7<br/>39126 Magdeburg</p>,,,,52.175564,11.665378,0,HEM,0,1,1,0,0,,a:0:{}
,1,Gewerbestr. 25 39167 Irxleben,<p>Gewerbestr. 25<br/>39167 Irxleben</p>,,,,52.170837,11.48509,0,HEM,0,1,1,0,0,,a:0:{}
,1,Bültenweg 46 38106 Braunschweig,<p>Bültenweg 46<br/>38106 Braunschweig</p>,,,,52.282253,10.537219,0,HEM,0,1,1,0,0,,a:0:{}
,1,Wittestr. 16 13509 Berlin,<p>Wittestr. 16<br/>13509 Berlin</p>,,,,52.577587,13.306636,0,HEM,0,1,1,0,0,,a:0:{}
,1,Dorfstr. 1a 16341 Panketal,<p>Dorfstr. 1a<br/>16341 Panketal</p>,,,,52.620937,13.542302,0,HEM,0,1,1,0,0,,a:0:{}
,1,Huntetor 10 27793 Wildeshausen,<p>Huntetor 10<br/>27793 Wildeshausen</p>,,,,52.89917,8.443696,0,HEM,0,1,1,0,0,,a:0:{}
,1,Westring 28 27793 Wildeshausen,<p>Westring 28<br/>27793 Wildeshausen</p>,,,,52.88793,8.418403,0,HEM,0,1,1,0,0,,a:0:{}
,1,Bürgermeister Wegele Str. 15 86167 Augsburg,<p>Bürgermeister Wegele Str. 15<br/>86167 Augsburg</p>,,,,48.397915,10.926272,0,HEM,0,1,1,0,0,,a:0:{}
,1,Sulzbacher Str. 152 71522 Backnang,<p>Sulzbacher Str. 152<br/>71522 Backnang</p>,,,,48.957054,9.430753,0,HEM,0,1,1,0,0,,a:0:{}
,1,Weinstr. 63 76887 Bad Bergzabern,<p>Weinstr. 63<br/>76887 Bad Bergzabern</p>,,,,49.101067,8.00035,0,HEM,0,1,1,0,0,,a:0:{}
,1,Rissener Str. 96-100 22880 Wedel,<p>Rissener Str. 96-100<br/>22880 Wedel</p>,,,,53.583614,9.724348,0,HEM,0,1,1,0,0,,a:0:{}
,1,Bahnhofstr. 17 31698 Lindhorst,<p>Bahnhofstr. 17<br/>31698 Lindhorst</p>,,,,52.35612,9.284778,0,HEM,0,1,1,0,0,,a:0:{}
,1,Skandinaviendamm 301 24109 Kiel,<p>Skandinaviendamm 301<br/>24109 Kiel</p>,,,,54.32043,10.051192,0,HEM,0,1,1,0,0,,a:0:{}
,1,Ebendorfer Chaussee 72 39128 Magdeburg,<p>Ebendorfer Chaussee 72<br/>39128 Magdeburg</p>,,,,52.16710444,11.60946024,0,HEM,0,1,1,0,0,,a:0:{}
,1,Kasseler Str. 55 99817 Eisenach,<p>Kasseler Str. 55<br/>99817 Eisenach</p>,,,,50.981205,10.301261,0,HEM,0,1,1,0,0,,a:0:{}
,1,Hannoversche Str. 74 30926 Seelze,<p>Hannoversche Str. 74<br/>30926 Seelze</p>,,,,52.392,9.609641,0,HEM,0,1,1,0,0,,a:0:{}
,1,Frankenforster Str. 12 51427 Bergisch Gladbach,<p>Frankenforster Str. 12<br/>51427 Bergisch Gladbach</p>,,,,50.958908,7.14286,0,HEM,0,1,1,0,0,,a:0:{}
