id,street,houseNumber,zip,city,lat,lon,brand,features,mtsk-id,fuelBonus,partnerName,normalized brand
0,Industriestr.,34,49565,Bramsche,52.45137,7.965408,,"fuelBonus'
'mtsk'
'fastLane",af12209d-6a10-419f-aa6b-bca5e804d5fc,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Thomas Lex GmbH,LEX
1,Döberner Str.,20,3149,Forst,51.7163,14.615,AGIP,"fuelBonus'
'mtsk'
'fastLane",320288c7-e143-472d-9c1e-afcaee44e0dc,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Q1 Energie AG,Agip
2,Kreillerstr.,220,81825,München,48.12126164,11.66370821,ALLGUTH,"mtsk'
'fuelBonus'
'fastLane",67693691-5653-44b1-9c0f-1151ddc9ea40,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",ALLGUTH GmbH,Allguth
3,Von-Kahr-Str.,1,80997,München,48.17871,11.48684,ALLGUTH,"mtsk'
'fuelBonus'
'fastLane",4b7e7978-b9ac-4013-9c28-c6afbfd4cb2d,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",ALLGUTH GmbH,Allguth
4,Münchener Str.,17,86899,Landsberg,48.05179,10.89277,ALLGUTH,"mtsk'
'fuelBonus'
'fastLane",15e3172e-6b83-4558-90c8-f59ea7c58142,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",ALLGUTH GmbH,Allguth
5,Münchner Str.,146,85757,Karlsfeld,48.22675,11.46493,ALLGUTH,"mtsk'
'fuelBonus'
'fastLane",22ad5946-78de-4c03-8b3f-cb7bc0bf1c4d,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",ALLGUTH GmbH,Allguth
6,Bodenseestr.,231,81243,München,48.142944,11.424927,ALLGUTH,"mtsk'
'fuelBonus'
'fastLane",620ba28e-edf4-43d7-bca3-eb0612952475,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",ALLGUTH GmbH,Allguth
7,Chiemgaustr.,185,81549,München,48.1092938,11.60826266,ALLGUTH,"mtsk'
'fuelBonus'
'fastLane",1f4d9e78-38d8-45a5-84d0-2d6758380a1f,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",ALLGUTH GmbH,Allguth
8,Fürstenrieder Str.,210,81377,München,48.12086844,11.50208473,ALLGUTH,"mtsk'
'fuelBonus'
'fastLane",2ba871b9-634a-4b92-9b5c-5c3efda57077,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",ALLGUTH GmbH,Allguth
9,Fürstenrieder Str.,175,81377,München,48.11966328,11.50326167,ALLGUTH,"mtsk'
'fastLane'
'fuelBonus",3118018a-15fe-4594-b75a-42d451037ff0,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",ALLGUTH GmbH,Allguth
10,Boschetsrieder Str.,139,81379,München,48.097958,11.511889,ALLGUTH,"mtsk'
'fuelBonus'
'fastLane",430f6f71-72cb-4996-9d4b-bb12d1793a92,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",ALLGUTH GmbH,Allguth
11,Landsberger Str.,90,82205,Gilching,48.09449,11.283,ALLGUTH,"mtsk'
'fuelBonus'
'fastLane",4ca27b13-2a7f-454d-a159-5907e83b1e24,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",ALLGUTH GmbH,Allguth
12,Kreillerstr.,219,81825,München,48.12208742,11.66427362,ALLGUTH,"mtsk'
'fuelBonus'
'fastLane",435c2e50-cc83-4620-9abc-0e972d7050d1,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",ALLGUTH GmbH,Allguth
13,Dieselstr.,4,85716,Unterschleißheim,48.28227903,11.57283068,ALLGUTH,"mtsk'
'fuelBonus'
'fastLane",345b76b2-e4f6-4914-a3c8-0d1e29a082b5,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",ALLGUTH GmbH,Allguth
14,Georg-Brauchle-Ring,30,80992,München,48.17673866,11.53541708,ALLGUTH,"mtsk'
'fuelBonus'
'fastLane",1b2de9d7-f360-4af8-a563-749a44418a27,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",ALLGUTH GmbH,Allguth
15,Obere Bahnhofstr.,58,82110,Germering,48.12987,11.35939,ALLGUTH,"mtsk'
'fuelBonus'
'fastLane",9706a9e2-8632-4811-b56c-d3ac77042342,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",ALLGUTH GmbH,Allguth
16,Geiselbullacher Str.,7,82140,Olching,48.22542377,11.3343559,ALLGUTH,"mtsk'
'fuelBonus'
'fastLane",6efb6909-7a8d-4e5d-ae70-1ce84dba7d7c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",ALLGUTH GmbH,Allguth
17,Hauptstr.,24,85664,Hohenlinden,48.1558408,11.99895322,ALLGUTH,"mtsk'
'fuelBonus'
'fastLane",53a40ec8-4a9c-459f-812d-27b64f0805ee,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",ALLGUTH GmbH,Allguth
18,Kufsteiner Str.,124,83026,Rosenheim,47.8390678,12.119953,ALLGUTH,"mtsk'
'fuelBonus'
'fastLane",96915c76-348d-4dbc-9ce9-81dbd9bf2f8c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",ALLGUTH GmbH,Allguth
19,Leutstettener Str.,17,82319,Starnberg,48.005279,11.349703,ALLGUTH,"mtsk'
'fuelBonus'
'fastLane",340f434d-d973-48cd-930e-fd36bb46d124,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",ALLGUTH GmbH,Allguth
20,Münchener Str.,173,85051,Ingolstadt,48.73523,11.43851,ALLGUTH,"mtsk'
'fuelBonus'
'fastLane",4a5e76bd-e0bd-4b30-a70b-84a6dfece345,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",ALLGUTH GmbH,Allguth
21,Am Neubruch,7,80997,München,48.192463,11.499939,ALLGUTH,"mtsk'
'fuelBonus'
'fastLane",9f32a2f0-7ebc-4dcc-b8e3-48640824b30b,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",ALLGUTH GmbH,Allguth
22,Dieselstr.,100,85774,Unterföhring,48.1803522,11.65458441,ALLGUTH,"mtsk'
'fuelBonus'
'fastLane",11fd3e93-6c6e-43a5-baca-57260c10093c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",ALLGUTH GmbH,Allguth
23,Triebstr.,35,80993,München,48.18741615,11.53452337,ALLGUTH,"mtsk'
'fuelBonus'
'fastLane",0271f0fc-65ed-4725-a922-57eec615195b,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",ALLGUTH GmbH,Allguth
24,Maarweg,126,50825,Köln,50.94309,6.898796,ARAL,"mtsk'
'fuelBonus'
'fastLane",62a2fdf4-602e-4e49-b398-c7242da31987,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Wilhelm Kleffmann KG,Aral
25,Kötzschenbroder Str.,193,1139,Dresden,51.0926,13.6705008,ARAL,"mtsk'
'fuelBonus'
'fastLane",367b78a9-7c3f-47c9-8e8d-5723b343444c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
26,Augsburger Str.,42,86381,Krumbach,48.2439,10.3724051,ARAL,"fastLane'
'mtsk'
'fuelBonus",f03287fd-782a-4d6c-91a2-68fe6008d6b3,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
27,Oskar-Arnold-Str.,14,8056,Zwickau,50.7065353,12.5010939,ARAL,"fastLane'
'fuelBonus'
'mtsk",1048ccbc-2c5f-46c8-8e4a-d5380f8c4552,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
28,Am Südpark,2,86633,Neuburg,48.72019,11.172039,ARAL,"mtsk'
'fuelBonus'
'fastLane",4147006d-1bbd-4b8e-8749-5a6777fc043c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
29,Äußere-Kanal-Str.,90,50827,Köln,50.9585342,6.905212,ARAL,"mtsk'
'fuelBonus'
'fastLane",86743cec-3b18-4c86-a213-000a133380cc,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Wilhelm Kleffmann KG,Aral
30,Zeller Str.,15,73235,Weilheim,48.6203728,9.540233,ARAL,"fastLane'
'mtsk'
'fuelBonus",910bc144-ef5c-4629-86ed-5460d0c6dd1b,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
31,Leonberger Str.,76,71272,Renningen,48.7679749,8.944295,ARAL,"mtsk'
'fuelBonus'
'fastLane",8cc72050-52fe-4020-b3a7-25ca502b4ede,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,PRÄG
32,Kölner Str.,36-40,50226,Frechen,50.91059,6.817882,ARAL,"mtsk'
'fuelBonus'
'fastLane",d8c0829a-a543-4db9-b45c-387b6ab73cf3,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Wilhelm Kleffmann KG,Aral
33,Nebelhornstr.,8,87719,Mindelheim,48.0360832,10.5013714,ARAL,"mtsk'
'fuelBonus'
'fastLane",48854a67-5208-469c-a999-ce263b29d0f3,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,PRÄG
34,Brücker Landstr.,22a,14806,Belzig,52.1447,12.6128559,ARAL,"fuelBonus'
'mtsk'
'fastLane",696c4bbc-b69c-4254-9cd3-6d86d1e128fc,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Q1 Energie AG,Aral
35,Ulmer Str.,19,89257,Illertissen,48.22506,10.1026344,ARAL,"fastLane'
'mtsk'
'fuelBonus",f8500775-9362-49eb-89b3-4fc22c16514c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
36,Edisonstr.,14a,86199,Augsburg,48.344738,10.8852787,ARAL,"mtsk'
'fuelBonus'
'fastLane",4f0760d6-d851-4e55-8f5c-89afa42298bf,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,Aral
37,Dieskaustr.,483a,4249,Leipzig,51.27281,12.3083773,ARAL,"fastLane'
'mtsk'
'fuelBonus",d7d31c1d-0b41-451c-9b46-ac01542d98fc,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
38,Stuttgarter Str.,85,73061,Ebersbach A. D. Fils,48.7137,9.513178,ARAL,"fastLane'
'mtsk'
'fuelBonus",64d9e72f-6327-4257-98bd-d0fbe75d4eee,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
39,Colditzer Str.,7c,9306,Rochlitz,51.06115,12.7868071,ARAL,"mtsk'
'fuelBonus'
'fastLane",9886775e-3859-43ea-9df0-1574a525cd4d,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
40,Görschlitzer Str.,7,4849,Bad Düben,51.58997,12.6019516,ARAL,"mtsk'
'fuelBonus'
'fastLane",c2f66b26-5506-48b8-8781-e0de47abfeff,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
41,Robert-Bosch-Str.,40,88131,Lindau,47.5476952,9.728079,ARAL,"mtsk'
'fuelBonus'
'fastLane",14b6a691-0ded-4e20-b21f-fae1e0dc015a,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,Aral
42,Plohnbachstr.,2,8485,Lengenfeld,50.5752678,12.3869753,ARAL,"fastLane'
'mtsk'
'fuelBonus",dae5f89f-f3e4-438d-92fe-cc4b59857cd1,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
43,Amselstr.,50,75180,Pforzheim,48.86179,8.661948,ARAL,"mtsk'
'fuelBonus'
'fastLane",0dc6786a-38e4-4576-8848-335975dea87b,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
44,Kaufbeurer Str.,5,86830,Schwabmünchen,48.17588,10.7576876,ARAL,"mtsk'
'fuelBonus'
'fastLane",22f89edd-02d9-41a0-af67-7a05f8a987dd,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,PRÄG
45,Stuttgarter Str.,54,75417,Mühlacker,48.94653,8.846422,ARAL,"fastLane'
'mtsk'
'fuelBonus",71864314-7d77-48b8-9d88-b11ef6cd7c7e,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
46,Bautzner Landstr.,246,1328,Dresden Ot Weißig,51.0603523,13.8747025,ARAL,"mtsk'
'fuelBonus'
'fastLane",8ae88d9f-0f06-492f-a456-f0e7c3ab7526,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
47,Mindelheimer Str.,19,87772,Pfaffenhausen,48.1203651,10.4620152,ARAL,"fastLane'
'mtsk'
'fuelBonus",64b71ebf-8ef0-4d59-9dc4-bfd93c11d99f,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
48,Wasseralfinger Str.,66,73434,Aalen-Fachsenfeld,48.8784866,10.0499964,ARAL,"mtsk'
'fuelBonus'
'fastLane",9f67379b-68a5-4cdd-903c-bb497d7d5849,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
49,Weißenfelser Str.,12a,6686,Lützen,51.25175726,12.13799787,ARAL,"fastLane'
'mtsk'
'fuelBonus",18de0a63-b132-467d-a629-37a5d62ba50d,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
50,Bezirksstr.,16,67122,Altrip,49.434967,8.484531,ARAL,"mtsk'
'fuelBonus'
'fastLane",a4885036-aac6-4d7b-8c8d-51257a86c29d,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
51,Landsberger Str.,20,86807,Buchloe,48.03594,10.7324829,ARAL,"mtsk'
'fuelBonus'
'fastLane",1d6486b7-0b9a-41f7-9f1f-f33055b681cd,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,PRÄG
52,Barmer Str.,44,58332,Schwelm,51.2806053,7.278696,ARAL,"fuelBonus'
'mtsk'
'fastLane",ee3c51a1-a56c-45cb-9715-9b5b164c8b96,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Q1 Energie AG,Aral
53,Lindenstr.,1,89284,Pfaffenhofen,48.3587,10.1601477,ARAL,"fastLane'
'mtsk'
'fuelBonus",b6d86fdd-9e4c-45a5-9c2c-be4dbdd11984,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
54,Buxheimer Str.,113,87700,Memmingen,47.9916878,10.1606226,ARAL,"mtsk'
'fuelBonus'
'fastLane",a895e735-3559-452b-bf4a-d80142e5aa3a,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
55,Greizer Str.,1,8412,Werdau,50.7235,12.3742332,ARAL,"fastLane'
'mtsk'
'fuelBonus",4a17fd29-3033-43f7-8815-032c9e46f113,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
56,Schneeberger Str.,30,8309,Eibenstock,50.5013,12.6031008,ARAL,"fastLane'
'mtsk'
'fuelBonus",437a650c-d757-4418-901c-52a06e7b6238,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
57,Günzburger Str.,23,89362,Offingen,48.47852,10.3630524,ARAL,"mtsk'
'fuelBonus'
'fastLane",fae2f4a0-2510-43bc-8a5c-d0d88ff19a9f,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
58,Bahnhofstr.,44,88175,Scheidegg,47.58478,9.854433,ARAL,"mtsk'
'fuelBonus'
'fastLane",f013c45d-a701-4cb1-89a8-607480db81b3,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
59,Werner-Von-Siemens-Str.,3,83301,Traunreut,47.96632,12.5915632,ARAL,"fastLane'
'mtsk'
'fuelBonus",ed2fae24-143e-473e-bbaf-0d403c7915b0,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
60,Landsberger Str.,2,86836,Graben,48.1986732,10.8539486,ARAL,"fastLane'
'mtsk'
'fuelBonus",c3524a94-dc97-4ed5-876f-1a96f86d2652,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
61,Günzburger Str.,55,89335,Ichenhausen,48.374,10.3113012,ARAL,"fastLane'
'mtsk'
'fuelBonus",1a073b3a-3d2f-428d-9250-bbf3805c15e3,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
62,Berliner Str.,111,51063,Köln,50.9738,7.012554,ARAL,"fuelBonus'
'mtsk'
'fastLane",5ac634f3-02dc-47fb-bc15-71e021e8fbf4,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Wilhelm Kleffmann KG,Aral
63,König-Ludwig-Str.,2,87645,Schwangau,47.5793266,10.7419415,ARAL,"fastLane'
'mtsk'
'fuelBonus",8762ca69-1068-4721-ac69-92bece02dd9c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
64,Altenberger Str.,93,42929,Wermelskirchen,51.091156,7.186871,ARAL,"mtsk'
'fuelBonus'
'fastLane",c779937b-90c2-480e-9836-9110c0874466,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Wilhelm Kleffmann KG,Aral
65,Lindenstr.,2,9241,Mühlau,50.8985672,12.7742615,ARAL,"fastLane'
'mtsk'
'fuelBonus",b240a9d8-791f-4b80-93c9-fc65138485df,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
66,Beuchaer Str.,73,4821,Brandis,51.3299141,12.5928259,ARAL,"mtsk'
'fuelBonus'
'fastLane",41d0da1c-cbc2-4d21-b5eb-9f9990ff3e38,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,ARAL
67,Bahnhofstr.,57,52388,Nörvenich,50.8097343,6.636635,ARAL,"mtsk'
'fuelBonus'
'fastLane",b86ee3cd-f5be-4e74-92fe-c5206a4d3f3e,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Wilhelm Kleffmann KG,Aral
68,Kurt-Schumacher-Damm,12,49078,Osnabrück,52.2706223,8.024833,ARAL,"mtsk'
'fuelBonus'
'fastLane",8a5b2591-8821-4a36-9c82-4828c61cba29,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Q1 Energie AG,Aral
69,Pasinger Str.,50,82166,Gräfelfing,48.1181,11.44267,ARAL,"mtsk'
'fuelBonus'
'fastLane",63b147a8-dccc-4bdb-bf00-8bde0dcecd10,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,Aral
70,Neckaraue,2,71686,Remseck,48.8901978,9.271213,ARAL,"mtsk'
'fuelBonus'
'fastLane",f04a7bef-a1ac-4ff2-a72b-f5ad8875dc98,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,PRÄG
71,Bottroper Str.,298a,45356,Essen,51.4843674,6.975781,ARAL,"fuelBonus'
'mtsk'
'fastLane",646ad98b-435a-49f6-b33b-12b0ff37b15f,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Q1 Energie AG,Aral
72,Haunstetter Str.,75,86161,Augsburg,48.3462753,10.905344,ARAL,"mtsk'
'fuelBonus'
'fastLane",71734f3a-bc67-4bfc-ad1c-a1ee1b73b7e3,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Adolf Präg GmbH & Co. KG,Aral
