id,street,houseNumber,zip,city,lat,lon,brand,features,mtsk-id,fuelBonus,partnerName,normalized brand
172,Wittestr.,16,13509,Berlin,52.577587,13.306636,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-24ca-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
173,Dorfstr.,1a,16341,Panketal,52.620937,13.542302,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-2534-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
174,Huntetor,10,27793,Wildeshausen,52.89917,8.443696,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-262c-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
175,Westring,28,27793,Wildeshausen,52.88793,8.418403,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-2548-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
176,Bürgermeister Wegele Str.,15,86167,Augsburg,48.397915,10.926272,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-2559-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
177,Sulzbacher Str.,152,71522,Backnang,48.957054,9.430753,HEM,"mtsk'
'fuelBonus'
'fastLane",410cc4ae-15b1-4c9e-9a27-fd5315cfe027,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
178,Weinstr.,63,76887,Bad Bergzabern,49.101067,8.00035,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-2507-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
179,Rissener Str.,96-100,22880,Wedel,53.583614,9.724348,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-254f-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
180,Bahnhofstr.,17,31698,Lindhorst,52.35612,9.284778,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-25fb-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
181,Skandinaviendamm,301,24109,Kiel,54.32043,10.051192,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-256a-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
182,Ebendorfer Chaussee,72,39128,Magdeburg,52.16710444,11.60946024,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-2632-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
183,Kasseler Str.,55,99817,Eisenach,50.981205,10.301261,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-2611-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
184,Hannoversche Str.,74,30926,Seelze,52.392,9.609641,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-2536-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
185,Frankenforster Str.,12,51427,Bergisch Gladbach,50.958908,7.14286,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-2577-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
186,Mecklenheidestr.,77,30419,Hannover,52.4158,9.678132,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-24fe-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
187,Triftweg,47,38350,Helmstedt,52.23373,10.99888,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-25c8-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
188,Waldstr.,172,68305,Mannheim,49.523167,8.502237,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-25ab-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
189,Rheinallee,187,55120,Mainz,50.024284,8.232127,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-2575-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
190,Salzgitterstr.,35,99867,Gotha,50.94195,10.730914,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-25bb-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
191,Bremer Str.,69,30826,Garbsen,52.439148,9.588605,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-24e7-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
192,Werdohler Str.,2,17153,Reuterstadt Stavenhagen,53.68856,12.919021,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-2528-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
193,Goldbachstr.,19c,9353,Oberlungwitz,50.791077,12.69713,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-251f-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
194,Stolpener Str.,2,1477,Arnsdorf,51.097607,13.987778,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-24be-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
195,Eschleber Str.,37,99867,Gotha,50.94984,10.685813,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-256b-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
196,Herner Str.,100,44575,Castrop-Rauxel,51.55048,7.299336,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-255c-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
197,Saarlandstr.,2,25421,Pinneberg,53.658524,9.78713,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-2625-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
198,Helmstedter Str.,9,38368,Querenhorst,52.337368,10.960992,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-25ff-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
199,Wendenring,30,38114,Braunschweig,52.27465,10.516511,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-25d3-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
200,Berliner Str.,21a,39175,Biederitz,52.144756,11.736799,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-2604-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
201,Kaulsdorfer Str.,124-126,12555,Berlin,52.471977,13.57143,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-25a2-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
202,Hamburger Landstr.,23,21465,Wentorf,53.48917,10.244422,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-2543-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
203,Hildesheimer Str.,22,31174,Schellerten,52.172283,10.039196,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-252d-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
204,Str. Der Freundschaft,58a,17438,Wolgast,54.059036,13.807712,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-254b-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
205,Schopsdorfer Chaussee,22,14793,Ziesar,52.268806,12.284264,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-254d-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
206,Bochumer Str.,110,44625,Herne,51.528954,7.219587,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-255d-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
207,Attilastr.,124,12105,Berlin,52.449085,13.366024,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-2580-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
208,Dieskaustr.,155,4249,Leipzig,51.307774,12.3271,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-261d-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
209,Carl-Zeiss-Str.,2,37308,Heilbad Heiligenstadt,51.38506,10.16562,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-25e2-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
210,Sülzer Str.,17,18195,Tessin,54.030666,12.470046,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-2539-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
211,Vockenhauser Str.,14,78048,Villingen-Schwenningen,48.070774,8.457309,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-25b7-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
212,An Der,B184,6803,Greppin,51.63822,12.278874,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-24f2-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
213,Gewerbepark Cité,8,76532,Baden-Baden,48.783974,8.194294,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-259d-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
214,Zähringer Str.,43,79108,Freiburg,48.016953,7.8563333,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-2556-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
215,Güsener Str.,1,39317,Parey,52.376904,11.983637,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-25e7-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
216,Hunsrückhöhenstr.,9,56154,Boppard,50.21398,7.549536,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-24d2-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
217,Vor Dem Celler Tor,25,31303,Burgdorf,52.455284,10.01268,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-24d9-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
218,Zur Weierhalde,1,88662,Überlingen,47.77432,9.191655,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-257e-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
219,Schweriner Str.,3c,19061,Schwerin,53.585888,11.400054,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-2535-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
220,Geldertor,1,47608,Geldern,51.51502,6.327776,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-24e9-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
221,Im Schleeke,45,38642,Goslar,51.909966,10.470509,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-25df-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
222,Hildesheimer Str.,33,31162,Bad Salzdetfurth,52.09483,10.017529,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-24c2-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
223,Brüsseler Str.,2,65552,Limburg,50.38089,8.090597,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-25b1-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
224,Ihlpohler Heerstr.,47,27721,Ritterhude,53.18526,8.706642,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-258c-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
225,Herrmannstr.,55,25821,Bredstedt,54.62304,8.966978,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-24d6-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
226,Schulenburger Landstr.,128,30165,Hannover,52.40654187,9.711157344,HEM,"mtsk'
'fastLane'
'fuelBonus",e1a15081-24ff-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
227,Dessauer Landstr.,82,6385,Aken,51.85028,12.089252,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-24ba-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
228,Hafenstr.,28-30,27576,Bremerhaven,53.55150697,8.581420601,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-2607-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
229,Heinrich-Von-Kleist-Str.,16,68766,Hockenheim,49.311466,8.556791,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-25b5-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
230,Süllbergstr.,2,31832,Springe,52.239048,9.655892,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-25ee-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
231,Alte Bundesstr.,9a,27616,Beverstedt,53.43609,8.818669,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-258b-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
232,Reichenbacher Str.,142a,8056,Zwickau,50.709282,12.465172,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-25c2-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
233,Mergentheimer Str.,65,97084,Würzburg,49.766354,9.946961,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-25a6-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
234,Berliner Str.,140,13467,Berlin,52.613346,13.315172,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-255b-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
235,Winsener Str.,183,21077,Hamburg,53.42817,9.982473,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-24fa-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
236,Johann-Gottlob-Nathusius-Str.,14,39340,Haldensleben,52.281734,11.432491,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-24f8-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
237,Preysingstr. 58,1-May,85283,Wolnzach,48.59724,11.63034,HEM,"mtsk'
'fuelBonus'
'fastLane",7ada7581-0f56-4a39-b24b-6b7435354bd9,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
238,Dresdner Str.,49,1796,Pirna,50.95647,13.913139,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-2584-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
239,Zabel-Krüger-Damm,20,13469,Berlin,52.608665,13.327813,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-24cb-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
240,Daimler-Benz-Allee,3,18299,Laage,53.93133,12.309719,HEM,"fastLane'
'fuelBonus'
'mtsk",e1a15081-250c-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM
241,Im Loffenkamp,2,31832,Springe,52.171078,9.671846,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-25ef-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
242,Kieler Str.,361-365,22525,Hamburg,53.58875,9.930771,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-2617-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
243,Rosa-Luxemburg-Str.,20a,39319,Jerichow,52.49291,12.031032,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-25e3-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
